ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
Dell Precision 3650,40.86,46.04,44.94,12.49,90.65,2628,Disk Failure
Dell Precision 3650,67.09,44.76,94.7,11.38,60.68,1442,Overheating
HP Z2 G8,43.23,24.24,46.28,11.68,76.09,1716,No Problem
HP EliteDesk 800 G6,96.73,45.64,79.56,12.17,64.22,5978,Overheating
HP Z2 G8,54.21,29.02,65.26,11.6,80.06,3041,Disk Failure
Dell OptiPlex 7090,9.26,42.75,62.56,11.92,81.77,2500,Disk Failure
HP EliteDesk 800 G6,74.99,86.07,96.25,11.9,64.42,4961,Overheating
HP Z2 G8,69.17,65.47,81.63,11.69,61.05,4546,Overheating
Dell OptiPlex 7090,66.94,55.53,90.77,12.38,87.0,2092,Overheating
HP EliteDesk 800 G6,84.91,90.74,54.25,11.71,41.98,2292,Memory Leak
Lenovo ThinkCentre M90q,29.91,26.38,46.7,12.19,45.66,2343,No Problem
Dell Precision 3650,82.37,91.22,94.45,12.31,72.73,5514,Overheating
HP Z2 G8,63.27,39.1,75.22,14.23,12.0,509,Power Issue
HP Z2 G8,37.73,39.05,56.64,12.35,79.86,2259,Disk Failure
HP EliteDesk 800 G6,59.94,47.61,54.68,11.93,83.98,2074,Disk Failure
HP EliteDesk 800 G6,10.81,39.82,49.74,14.33,57.04,3467,Power Issue
Lenovo ThinkCentre M90q,78.14,59.46,60.74,12.02,57.91,2058,Disk Failure
HP Z2 G8,3.0,24.68,69.02,14.52,45.88,2539,Power Issue
HP EliteDesk 800 G6,80.52,81.66,86.95,12.33,47.15,4668,Overheating
Dell OptiPlex 7090,32.24,24.87,60.25,12.02,57.17,2529,Disk Failure
HP Z2 G8,6.98,46.53,46.31,12.13,87.56,2870,Disk Failure
HP Z2 G8,97.43,93.39,78.81,11.76,49.67,3128,Memory Leak
Lenovo ThinkCentre M90q,57.14,56.53,47.13,12.17,58.49,2639,No Problem
Dell OptiPlex 7090,41.41,39.95,41.18,11.41,94.94,2367,Disk Failure
HP Z2 G8,88.98,71.73,112.37,12.01,48.54,4613,Overheating
Lenovo ThinkCentre M90q,46.06,38.73,53.4,11.9,100.0,2900,Disk Failure
Lenovo ThinkCentre M90q,51.68,36.57,53.75,12.68,56.5,2085,Disk Failure
HP Z2 G8,71.91,85.59,87.07,11.83,61.26,4459,Memory Leak
Dell OptiPlex 7090,89.38,93.49,56.89,12.05,35.08,3685,Memory Leak
Dell Precision 3650,38.01,71.88,47.46,12.03,60.48,1690,Disk Failure
HP EliteDesk 800 G6,60.28,36.27,102.24,12.0,41.96,1944,Overheating
Lenovo ThinkCentre M90q,91.39,68.43,97.44,12.36,51.6,1770,Overheating
HP EliteDesk 800 G6,74.92,41.4,70.22,11.96,90.04,2272,Disk Failure
Dell OptiPlex 7090,45.07,75.76,49.79,14.65,35.22,1996,Power Issue
Lenovo ThinkCentre M90q,76.25,35.57,76.75,12.26,55.54,5262,Overheating
Lenovo ThinkCentre M90q,10.98,25.6,33.98,11.5,57.31,2199,No Problem
HP Z2 G8,50.21,43.12,56.65,14.54,9.66,1189,Power Issue
Lenovo ThinkCentre M90q,84.09,64.58,72.0,12.28,70.53,5041,Overheating
Dell OptiPlex 7090,65.06,98.04,94.22,11.58,52.41,4526,Overheating
HP Z2 G8,70.79,70.43,72.99,10.71,50.67,2286,Power Issue
HP Z2 G8,26.85,47.1,51.99,12.28,61.55,1992,No Problem
Lenovo ThinkCentre M90q,36.0,35.97,46.38,12.17,39.81,1542,No Problem
HP Z2 G8,32.15,42.93,33.88,12.06,39.07,2770,No Problem
Dell Precision 3650,41.22,24.3,49.65,15.44,57.81,1634,Power Issue
Dell OptiPlex 7090,50.7,59.2,60.66,15.47,37.7,2213,Power Issue
Dell OptiPlex 7090,18.3,42.56,55.79,12.21,41.15,2680,No Problem
HP EliteDesk 800 G6,34.93,62.82,64.2,11.69,94.18,1514,Disk Failure
HP Z2 G8,50.48,42.79,51.2,10.46,3.0,2689,Power Issue
Lenovo ThinkCentre M90q,79.15,97.58,67.09,12.06,77.81,2527,Memory Leak
HP EliteDesk 800 G6,100.0,76.63,100.61,11.78,61.81,2717,Overheating
Dell Precision 3650,53.83,27.31,40.86,11.78,89.96,2289,Disk Failure
HP EliteDesk 800 G6,67.46,89.06,60.67,12.38,82.42,4977,Memory Leak
HP Z2 G8,70.29,54.39,84.65,11.85,74.74,5732,Overheating
HP EliteDesk 800 G6,76.03,93.59,67.83,11.91,70.98,3755,Memory Leak
HP Z2 G8,18.31,47.95,60.96,12.05,78.95,1991,No Problem
Dell OptiPlex 7090,35.6,80.65,47.77,14.29,86.05,2909,Power Issue
Lenovo ThinkCentre M90q,53.09,73.29,74.35,10.7,51.0,2299,Power Issue
Lenovo ThinkCentre M90q,69.63,51.51,85.14,11.95,50.65,5380,Overheating
Dell Precision 3650,50.94,100.0,58.26,12.32,68.87,4802,Memory Leak
HP EliteDesk 800 G6,44.57,43.13,42.05,11.78,87.34,2593,Disk Failure
HP Z2 G8,56.48,95.59,77.42,11.42,72.86,2319,Memory Leak
HP Z2 G8,81.63,39.43,86.7,11.48,56.88,4127,Overheating
HP Z2 G8,65.05,59.96,84.0,12.19,21.83,1243,Overheating
HP EliteDesk 800 G6,18.44,33.58,44.91,11.73,30.12,2140,No Problem
HP Z2 G8,66.41,88.4,54.91,12.01,67.67,3490,Memory Leak
HP Z2 G8,49.89,91.96,66.83,11.99,24.21,1705,Memory Leak
Lenovo ThinkCentre M90q,71.73,62.64,86.36,11.64,61.33,5799,Overheating
Dell Precision 3650,56.55,48.77,90.35,12.36,64.66,4196,Overheating
Lenovo ThinkCentre M90q,38.49,42.21,51.73,11.83,5.64,2909,No Problem
Dell OptiPlex 7090,53.19,8.0,54.01,12.17,41.76,1544,No Problem
Dell OptiPlex 7090,76.36,94.28,62.48,12.06,47.56,2995,Memory Leak
HP EliteDesk 800 G6,49.51,28.66,51.69,15.28,88.84,2995,Power Issue
HP Z2 G8,57.67,47.94,32.98,12.19,28.76,1788,No Problem
HP Z2 G8,4.96,50.6,61.18,7.05,31.13,2591,Power Issue
HP Z2 G8,69.36,72.89,90.43,11.94,74.69,1016,Overheating
Lenovo ThinkCentre M90q,59.1,90.03,48.86,11.87,77.04,3380,Memory Leak
HP Z2 G8,60.93,26.77,41.62,11.84,57.15,1471,No Problem
Lenovo ThinkCentre M90q,28.36,36.53,56.63,11.63,57.28,2206,No Problem
Lenovo ThinkCentre M90q,58.61,48.16,54.41,11.46,82.41,2853,Disk Failure
HP EliteDesk 800 G6,61.3,45.97,37.98,11.64,83.32,3274,Disk Failure
HP Z2 G8,5.94,24.3,65.66,12.39,94.68,2409,Disk Failure
Dell Precision 3650,40.01,78.1,47.86,15.65,49.56,1774,Power Issue
HP EliteDesk 800 G6,51.83,46.85,78.72,15.58,29.43,1971,Power Issue
HP Z2 G8,87.26,35.72,45.14,13.13,84.68,2315,Power Issue
HP Z2 G8,70.44,100.0,66.89,12.07,21.05,2626,Memory Leak
HP Z2 G8,14.49,69.19,52.86,10.07,80.06,3691,Power Issue
Dell Precision 3650,90.52,95.86,68.61,11.4,44.7,3548,Memory Leak
Dell Precision 3650,74.07,53.99,78.78,12.31,36.59,3474,Overheating
Dell Precision 3650,95.69,67.31,94.26,11.77,44.76,3895,Overheating
Dell OptiPlex 7090,47.11,50.56,46.48,11.98,40.77,2534,No Problem
Dell OptiPlex 7090,96.75,90.45,81.39,11.84,74.69,3585,Memory Leak
HP Z2 G8,55.04,61.79,48.24,11.99,30.32,2196,No Problem
HP Z2 G8,94.51,77.22,104.03,11.9,7.49,4652,Overheating
HP Z2 G8,23.83,45.79,75.84,11.87,94.1,2078,Disk Failure
HP Z2 G8,74.85,76.82,61.14,11.9,59.95,3022,Disk Failure
Lenovo ThinkCentre M90q,39.7,66.69,49.27,10.96,67.49,2010,Power Issue
Dell OptiPlex 7090,100.0,90.88,66.1,11.72,18.55,3607,Memory Leak
Dell Precision 3650,44.57,86.03,78.97,12.04,38.39,2146,Memory Leak
HP Z2 G8,62.58,68.76,62.46,11.32,30.09,3451,Power Issue
Dell OptiPlex 7090,47.19,49.42,49.91,11.8,50.16,1905,No Problem
Dell Precision 3650,35.32,56.03,71.1,11.82,74.87,2906,Power Issue
HP Z2 G8,74.35,52.77,36.45,11.92,79.68,2035,Disk Failure
Dell Precision 3650,51.68,87.9,58.28,11.88,95.48,3769,Memory Leak
Dell OptiPlex 7090,89.13,99.38,80.03,12.25,34.11,4427,Overheating
HP Z2 G8,48.74,42.14,57.32,12.45,96.73,2228,Disk Failure
Lenovo ThinkCentre M90q,45.8,35.07,83.42,9.73,46.18,2307,Power Issue
Lenovo ThinkCentre M90q,85.84,44.66,81.92,11.98,5.0,4618,Overheating
Dell Precision 3650,61.04,95.19,38.75,11.38,90.38,2759,Memory Leak
Dell Precision 3650,33.47,57.82,70.6,12.03,85.98,2555,Disk Failure
HP EliteDesk 800 G6,58.26,65.33,42.92,11.83,84.92,2960,Disk Failure
HP Z2 G8,63.04,43.38,40.94,10.12,66.34,1910,Power Issue
Dell Precision 3650,70.99,69.33,72.0,12.01,47.87,842,Overheating
HP Z2 G8,44.68,82.24,63.08,11.87,90.35,3631,Memory Leak
HP EliteDesk 800 G6,45.53,37.32,33.03,11.93,29.03,1902,No Problem
Lenovo ThinkCentre M90q,86.04,47.99,72.0,11.26,78.82,5280,Overheating
Lenovo ThinkCentre M90q,65.3,30.77,52.74,12.14,88.88,1796,Disk Failure
HP Z2 G8,94.9,98.07,83.88,11.63,34.08,1262,Overheating
Dell OptiPlex 7090,58.38,59.89,45.96,12.12,92.67,1373,Disk Failure
HP Z2 G8,80.53,70.07,83.46,11.77,50.98,5355,Overheating
Lenovo ThinkCentre M90q,17.9,50.39,48.59,12.55,78.14,2477,No Problem
Lenovo ThinkCentre M90q,66.91,59.46,91.25,12.48,85.41,4646,Overheating
Dell OptiPlex 7090,59.0,22.47,53.23,12.44,89.56,3391,Disk Failure
HP Z2 G8,38.31,44.54,48.12,12.42,98.62,3529,Disk Failure
Lenovo ThinkCentre M90q,72.76,50.96,93.89,12.02,66.47,4883,Overheating
HP EliteDesk 800 G6,72.28,49.53,98.09,12.23,61.45,4307,Overheating
Dell Precision 3650,26.75,39.48,54.63,14.35,94.5,1877,Power Issue
HP Z2 G8,48.07,96.64,79.02,11.49,85.45,3913,Memory Leak
Lenovo ThinkCentre M90q,37.19,57.76,62.46,12.0,100.0,2755,Disk Failure
Dell Precision 3650,53.31,96.15,90.7,11.84,54.04,2696,Memory Leak
HP Z2 G8,46.38,35.8,49.26,11.89,85.13,2478,Disk Failure
Dell Precision 3650,57.84,71.13,73.57,14.26,43.15,3665,Power Issue
Dell OptiPlex 7090,39.06,48.37,43.94,12.26,50.83,2257,No Problem
Lenovo ThinkCentre M90q,79.2,68.75,87.14,12.02,17.79,4673,Overheating
HP EliteDesk 800 G6,44.75,18.19,45.13,14.28,41.92,2632,Power Issue
Dell Precision 3650,73.45,86.83,65.45,11.68,6.36,2901,Memory Leak
HP Z2 G8,17.67,70.63,82.0,11.75,92.47,2112,Disk Failure
Dell Precision 3650,73.78,94.58,61.0,12.01,45.96,2817,Memory Leak
HP Z2 G8,75.12,72.42,113.57,12.27,57.45,4644,Overheating
Dell OptiPlex 7090,32.71,27.27,44.98,12.16,73.26,1539,No Problem
HP Z2 G8,74.74,66.85,101.57,11.83,65.84,1082,Overheating
HP Z2 G8,53.17,55.5,40.39,15.29,72.99,2248,Power Issue
HP EliteDesk 800 G6,60.33,33.12,55.89,14.36,34.93,2779,Power Issue
HP EliteDesk 800 G6,34.77,60.55,48.23,13.62,59.79,1290,Power Issue
Dell Precision 3650,67.21,74.45,90.5,11.5,55.8,5602,Overheating
Dell Precision 3650,19.49,64.31,50.31,12.1,14.98,2306,No Problem
Dell Precision 3650,41.98,47.68,49.06,12.16,39.47,2533,No Problem
Lenovo ThinkCentre M90q,35.79,38.96,47.81,11.6,82.0,2175,No Problem
Dell OptiPlex 7090,72.45,53.22,97.74,12.22,40.71,2805,Overheating
Dell Precision 3650,59.43,55.72,99.0,12.67,31.26,4467,Overheating
HP Z2 G8,50.99,55.72,84.44,12.08,5.0,1345,Overheating
Dell OptiPlex 7090,64.53,30.48,56.05,11.64,87.64,3785,Disk Failure
Dell Precision 3650,34.13,82.33,44.5,12.07,87.91,2070,Disk Failure
Lenovo ThinkCentre M90q,15.69,55.96,48.54,11.81,33.83,2722,No Problem
Dell Precision 3650,79.68,94.52,75.1,12.15,30.52,3029,Memory Leak
HP Z2 G8,36.57,32.49,61.14,11.79,86.28,2467,Disk Failure
Dell Precision 3650,73.05,63.98,83.97,11.71,47.91,4247,Overheating
Lenovo ThinkCentre M90q,60.59,44.59,100.54,11.62,48.28,2300,Overheating
Dell OptiPlex 7090,60.77,94.8,63.66,12.07,32.77,3301,Memory Leak
Dell OptiPlex 7090,50.47,50.6,55.35,12.19,86.0,2314,Disk Failure
HP EliteDesk 800 G6,86.05,66.16,98.73,11.63,84.5,1065,Overheating
Dell Precision 3650,37.29,23.25,44.49,12.0,65.55,2151,No Problem
Dell OptiPlex 7090,73.63,57.75,95.84,12.4,23.47,4727,Overheating
Lenovo ThinkCentre M90q,69.35,92.69,56.17,12.17,12.92,3486,Memory Leak
Dell OptiPlex 7090,82.91,100.0,54.49,12.06,67.44,2998,Memory Leak
Dell Precision 3650,71.8,100.0,74.46,12.09,58.83,1821,Overheating
Dell Precision 3650,57.3,50.08,39.77,12.23,94.27,3014,Disk Failure
Lenovo ThinkCentre M90q,56.0,46.31,48.18,11.2,90.51,2733,Disk Failure
Lenovo ThinkCentre M90q,49.77,84.48,68.33,12.15,40.17,3330,Memory Leak
Lenovo ThinkCentre M90q,89.77,57.45,72.0,12.45,67.61,1580,Overheating
HP EliteDesk 800 G6,12.58,67.78,36.23,11.98,55.6,2115,No Problem
Lenovo ThinkCentre M90q,31.43,60.74,55.99,11.71,5.0,1887,No Problem
Dell Precision 3650,82.83,80.05,72.0,12.25,40.9,5894,Overheating
Dell OptiPlex 7090,23.55,25.6,43.2,11.66,21.99,2450,No Problem
HP EliteDesk 800 G6,79.76,37.22,71.36,11.44,5.46,2113,Power Issue
Dell OptiPlex 7090,83.15,68.15,87.85,12.27,60.05,3223,Overheating
HP EliteDesk 800 G6,53.67,52.93,100.42,11.45,53.05,4309,Overheating
Lenovo ThinkCentre M90q,69.03,88.65,61.69,12.0,51.05,3956,Memory Leak
Dell OptiPlex 7090,91.78,83.39,57.98,12.24,56.51,3468,Memory Leak
Lenovo ThinkCentre M90q,53.8,35.78,91.9,11.63,68.98,5252,Overheating
HP Z2 G8,98.85,90.02,69.22,11.78,33.4,2859,Memory Leak
HP EliteDesk 800 G6,61.78,63.55,55.95,9.91,70.93,1885,Power Issue
Dell OptiPlex 7090,23.31,20.94,55.02,12.05,46.93,2295,No Problem
HP EliteDesk 800 G6,69.85,40.39,93.4,12.31,76.08,1684,Overheating
HP EliteDesk 800 G6,25.25,90.85,59.23,11.67,94.7,3511,Disk Failure
Lenovo ThinkCentre M90q,37.07,57.74,62.9,11.85,24.12,1655,No Problem
HP Z2 G8,81.56,100.0,74.87,11.94,13.89,3288,Memory Leak
HP EliteDesk 800 G6,65.28,71.49,114.89,11.92,38.16,4507,Overheating
HP Z2 G8,76.0,85.14,69.95,14.07,70.3,1574,Power Issue
Dell OptiPlex 7090,50.65,53.11,33.16,11.66,88.44,1590,Disk Failure
Dell OptiPlex 7090,72.46,68.39,110.48,11.99,55.28,5280,Overheating
Dell Precision 3650,70.89,95.1,66.06,11.45,27.98,3689,Memory Leak
Dell Precision 3650,78.7,77.02,58.36,12.3,58.56,3400,Memory Leak
HP Z2 G8,59.2,32.34,61.84,10.34,60.11,2952,Power Issue
Dell Precision 3650,38.03,33.23,57.97,11.91,29.1,2229,No Problem
HP EliteDesk 800 G6,57.18,76.91,57.41,15.52,30.44,0,Power Issue
HP EliteDesk 800 G6,18.5,33.2,41.57,9.01,48.97,2921,Power Issue
Lenovo ThinkCentre M90q,62.07,61.8,86.09,12.28,36.04,5305,Overheating
Dell Precision 3650,42.12,48.72,40.57,11.9,63.5,2591,No Problem
HP Z2 G8,55.83,16.09,61.34,11.92,92.98,2801,Disk Failure
HP EliteDesk 800 G6,86.42,74.89,104.52,12.31,40.92,952,Overheating
Dell Precision 3650,79.75,68.53,82.49,12.08,17.32,3394,Overheating
Lenovo ThinkCentre M90q,100.0,48.99,93.88,11.53,70.69,1404,Overheating
HP Z2 G8,22.44,28.99,46.32,12.26,39.95,2301,No Problem
HP Z2 G8,38.71,52.48,49.9,12.48,39.23,1800,No Problem
Lenovo ThinkCentre M90q,52.03,8.0,71.31,11.68,97.59,3007,Disk Failure
HP Z2 G8,7.21,50.89,60.07,15.59,66.59,3830,Power Issue
HP Z2 G8,3.97,63.9,57.35,14.23,9.67,2428,Power Issue
HP Z2 G8,54.06,49.65,79.8,12.5,85.54,3234,Disk Failure
HP EliteDesk 800 G6,53.08,51.39,58.2,7.62,52.26,1870,Power Issue
HP Z2 G8,46.18,49.76,68.12,11.79,57.4,2855,Disk Failure
Lenovo ThinkCentre M90q,29.36,54.83,47.69,12.57,49.44,2349,No Problem
Lenovo ThinkCentre M90q,37.27,55.3,50.45,14.45,59.74,2282,Power Issue
Dell Precision 3650,94.3,71.98,112.53,12.44,51.13,5996,Overheating
Dell Precision 3650,72.16,86.14,90.49,11.41,74.59,5558,Overheating
Dell Precision 3650,44.84,33.8,42.26,9.56,48.88,2081,Power Issue
Lenovo ThinkCentre M90q,7.93,65.19,53.38,14.17,55.99,3853,Power Issue
HP EliteDesk 800 G6,82.8,93.32,60.12,12.05,30.34,3992,Memory Leak
HP Z2 G8,75.29,43.68,113.67,11.75,15.53,6249,Overheating
Dell Precision 3650,94.92,54.12,94.76,12.32,41.64,3661,Overheating
HP EliteDesk 800 G6,30.6,38.16,37.71,12.06,37.07,2834,No Problem
Dell Precision 3650,67.43,59.09,47.89,12.72,14.2,1087,Power Issue
HP Z2 G8,38.06,100.0,68.52,11.74,67.07,2403,Memory Leak
HP EliteDesk 800 G6,56.44,39.69,75.22,11.52,47.81,1439,Power Issue
HP Z2 G8,84.64,32.9,50.04,15.13,57.13,2516,Power Issue
Lenovo ThinkCentre M90q,90.12,87.7,72.35,12.31,46.49,3954,Memory Leak
HP EliteDesk 800 G6,15.5,52.93,56.16,11.69,50.27,2824,Disk Failure
HP Z2 G8,34.8,55.3,43.35,12.2,44.09,2219,No Problem
Dell Precision 3650,77.61,67.66,95.45,12.0,15.21,5248,Overheating
HP Z2 G8,27.63,30.57,67.77,16.5,53.62,1936,Power Issue
HP Z2 G8,100.0,60.5,95.66,12.52,76.58,3393,Overheating
Lenovo ThinkCentre M90q,65.04,46.82,44.62,13.1,15.96,2406,Power Issue
HP Z2 G8,31.13,61.68,48.27,12.1,47.22,1805,Disk Failure
HP Z2 G8,23.39,66.67,41.38,11.88,78.0,2859,Disk Failure
Dell Precision 3650,21.97,21.24,60.31,12.21,100.0,2917,Disk Failure
Lenovo ThinkCentre M90q,59.93,46.51,68.52,12.54,39.17,2150,Power Issue
Dell Precision 3650,83.48,93.2,95.0,11.47,42.84,2441,Memory Leak
Dell Precision 3650,42.15,44.22,47.1,12.03,83.43,3298,Power Issue
Dell Precision 3650,32.59,58.49,42.06,11.84,62.37,2130,Disk Failure
HP EliteDesk 800 G6,47.33,55.05,69.77,15.18,66.18,1901,Power Issue
Dell OptiPlex 7090,53.2,100.0,52.51,12.02,75.45,2753,Memory Leak
HP Z2 G8,37.95,43.54,45.41,12.27,62.64,1567,No Problem
HP EliteDesk 800 G6,76.55,84.58,67.47,11.93,66.54,3971,Memory Leak
Lenovo ThinkCentre M90q,64.27,61.37,87.83,12.25,65.26,1632,Overheating
Dell OptiPlex 7090,55.99,50.11,41.86,14.8,36.9,1830,Power Issue
Lenovo ThinkCentre M90q,99.0,51.86,97.1,11.89,61.65,4731,Overheating
Lenovo ThinkCentre M90q,46.99,86.46,62.86,11.72,90.84,4233,Memory Leak
HP Z2 G8,59.87,86.14,49.29,12.07,42.25,2364,Memory Leak
HP Z2 G8,72.43,59.31,38.9,14.65,28.96,1618,Power Issue
Dell Precision 3650,44.13,36.96,46.29,11.77,60.19,2234,No Problem
HP EliteDesk 800 G6,56.61,90.21,52.28,14.74,43.91,2866,Power Issue
HP EliteDesk 800 G6,30.37,40.35,45.17,12.02,64.63,1982,No Problem
Dell OptiPlex 7090,59.24,43.97,39.74,11.67,59.61,1901,No Problem
Dell OptiPlex 7090,54.09,19.99,58.3,11.5,96.37,3453,Disk Failure
Lenovo ThinkCentre M90q,20.1,55.72,60.05,12.26,100.0,3062,Disk Failure
HP EliteDesk 800 G6,85.47,99.4,68.11,12.0,87.36,3323,Memory Leak
Dell OptiPlex 7090,81.09,59.28,94.74,12.67,20.72,5416,Overheating
HP Z2 G8,69.51,71.3,83.01,12.28,81.02,4069,Overheating
Dell OptiPlex 7090,69.03,83.16,51.38,12.05,38.98,2771,Memory Leak
Dell Precision 3650,78.45,32.86,49.84,14.86,70.68,1910,Power Issue
Dell OptiPlex 7090,33.29,57.86,54.98,11.55,90.41,2188,Power Issue
HP Z2 G8,29.94,42.22,36.06,11.82,71.05,2021,No Problem
Dell Precision 3650,48.38,40.24,76.87,12.18,100.0,2199,Disk Failure
Dell OptiPlex 7090,45.09,45.73,50.24,8.67,67.83,2449,Power Issue
HP EliteDesk 800 G6,68.26,90.57,79.79,11.96,60.71,3966,Memory Leak
Lenovo ThinkCentre M90q,52.8,82.09,60.7,15.69,66.35,4266,Power Issue
Lenovo ThinkCentre M90q,39.62,59.09,54.48,15.93,43.44,2248,Power Issue
Lenovo ThinkCentre M90q,5.0,53.25,43.74,12.01,38.42,1669,No Problem
HP Z2 G8,29.59,72.62,54.04,11.88,83.97,2290,Disk Failure
Dell Precision 3650,44.59,41.17,42.9,14.31,57.55,1561,Power Issue
Dell Precision 3650,81.84,69.62,80.21,11.81,46.25,6240,Overheating
HP Z2 G8,33.6,36.43,46.53,15.0,43.12,1293,Power Issue
HP Z2 G8,75.46,62.51,85.81,12.21,61.39,953,Overheating
Lenovo ThinkCentre M90q,52.12,66.9,61.61,14.61,21.64,1443,Power Issue
Lenovo ThinkCentre M90q,48.84,94.01,69.74,12.16,45.7,2218,Memory Leak
HP EliteDesk 800 G6,12.46,51.51,50.64,12.06,53.72,1503,No Problem
HP EliteDesk 800 G6,54.51,88.47,47.9,12.22,40.69,2643,Memory Leak
Dell Precision 3650,68.4,42.55,41.72,11.87,84.4,3143,Disk Failure
Lenovo ThinkCentre M90q,59.56,25.42,52.02,15.06,28.83,3092,Power Issue
Dell Precision 3650,72.4,87.08,57.1,12.13,5.0,2282,Memory Leak
Lenovo ThinkCentre M90q,94.57,95.31,76.89,11.74,34.38,3447,Memory Leak
Lenovo ThinkCentre M90q,76.65,79.17,84.52,12.17,60.05,5404,Overheating
Lenovo ThinkCentre M90q,30.13,44.69,66.0,14.7,67.74,3833,Power Issue
Lenovo ThinkCentre M90q,73.95,95.46,66.2,11.79,48.06,3023,Memory Leak
Dell Precision 3650,18.21,50.49,48.3,12.07,22.24,1546,No Problem
Lenovo ThinkCentre M90q,48.23,94.58,75.54,11.49,59.79,3085,Memory Leak
Dell Precision 3650,44.71,96.86,60.81,12.09,67.72,3275,Memory Leak
Dell OptiPlex 7090,42.86,35.53,39.31,12.05,57.03,2264,No Problem
HP Z2 G8,69.82,100.0,54.81,12.09,71.63,2948,Memory Leak
Dell Precision 3650,75.87,98.51,69.17,11.83,70.5,3454,Memory Leak
Dell Precision 3650,43.38,63.66,74.23,11.76,93.01,3329,Disk Failure
Lenovo ThinkCentre M90q,54.75,54.28,58.15,9.57,61.66,2202,Power Issue
Dell OptiPlex 7090,55.32,30.7,80.98,12.04,12.24,4294,Overheating
HP EliteDesk 800 G6,50.5,97.78,50.02,11.87,50.59,3359,Memory Leak
Dell OptiPlex 7090,60.81,48.21,55.37,11.75,34.62,2325,No Problem
Lenovo ThinkCentre M90q,52.53,42.56,37.57,11.53,100.0,2967,Disk Failure
HP Z2 G8,70.73,71.38,100.09,12.18,61.22,5118,Overheating
HP Z2 G8,68.89,46.29,71.59,15.02,53.04,1175,Power Issue
HP Z2 G8,79.43,100.0,79.67,12.05,33.43,3467,Memory Leak
Dell OptiPlex 7090,25.19,56.1,38.02,11.83,62.92,2019,No Problem
HP EliteDesk 800 G6,11.51,34.08,64.07,12.03,41.85,2691,No Problem
HP Z2 G8,73.51,70.2,97.06,12.6,74.34,5607,Overheating
HP Z2 G8,45.49,8.0,52.02,11.92,43.42,3564,No Problem
Dell Precision 3650,19.12,43.26,54.9,12.26,53.65,3577,No Problem
Lenovo ThinkCentre M90q,54.81,60.0,59.51,11.45,58.31,2068,No Problem
Dell Precision 3650,93.25,63.7,82.93,11.47,25.41,4473,Overheating
Dell Precision 3650,26.28,37.64,48.99,13.53,13.92,3339,Power Issue
HP EliteDesk 800 G6,48.14,73.0,75.1,12.35,83.91,2252,Disk Failure
Dell OptiPlex 7090,79.04,92.34,60.6,12.18,21.31,2833,Memory Leak
HP EliteDesk 800 G6,57.99,93.72,53.63,11.32,54.46,4783,Memory Leak
Dell OptiPlex 7090,72.84,99.53,66.21,12.23,47.97,4074,Memory Leak
HP EliteDesk 800 G6,53.21,31.19,66.44,11.58,58.71,3702,Power Issue
HP EliteDesk 800 G6,54.08,34.35,62.06,12.18,88.66,2213,Disk Failure
Dell Precision 3650,62.85,87.0,56.21,11.86,51.2,2119,Memory Leak
Dell OptiPlex 7090,59.63,97.46,50.97,11.81,38.81,2882,Memory Leak
Lenovo ThinkCentre M90q,56.64,27.34,93.25,12.07,40.35,4480,Overheating
HP Z2 G8,47.27,95.19,78.1,12.17,70.31,4102,Memory Leak
Dell Precision 3650,57.22,52.69,57.12,14.85,3.25,1168,Power Issue
Lenovo ThinkCentre M90q,63.03,56.83,100.45,12.48,5.0,5142,Overheating
Dell Precision 3650,8.63,26.69,61.47,12.13,19.91,1826,No Problem
HP Z2 G8,54.95,27.69,57.87,9.46,65.44,1920,Power Issue
Dell OptiPlex 7090,61.3,61.51,83.21,11.62,32.13,5609,Overheating
HP EliteDesk 800 G6,62.77,100.0,82.28,11.62,68.37,2073,Memory Leak
HP EliteDesk 800 G6,37.22,67.46,49.01,12.24,83.46,1762,Disk Failure
Dell OptiPlex 7090,28.18,54.14,57.74,8.17,39.58,2785,Power Issue
HP Z2 G8,86.47,100.0,64.06,12.13,53.42,3174,Memory Leak
HP EliteDesk 800 G6,47.77,96.25,67.1,12.51,26.76,3363,Memory Leak
HP Z2 G8,76.96,10.36,54.61,11.96,87.67,1792,Disk Failure
HP Z2 G8,36.57,37.94,73.75,13.38,73.34,2719,Power Issue
Dell OptiPlex 7090,92.56,84.39,86.28,11.62,80.61,4534,Memory Leak
Dell OptiPlex 7090,81.53,100.0,58.02,11.74,44.05,4716,Memory Leak
Dell Precision 3650,76.72,32.53,88.17,11.54,52.88,5858,Overheating
Dell OptiPlex 7090,77.92,70.56,81.56,12.78,62.46,6575,Overheating
Dell OptiPlex 7090,59.09,24.0,43.2,12.04,53.29,1105,Disk Failure
Dell Precision 3650,16.33,43.78,54.47,11.85,70.83,1898,No Problem
HP EliteDesk 800 G6,73.6,44.1,94.76,11.81,51.83,2097,Overheating
Lenovo ThinkCentre M90q,46.03,47.43,62.09,11.74,100.0,2656,Disk Failure
HP EliteDesk 800 G6,45.02,43.38,36.83,11.67,81.65,3255,Disk Failure
Dell Precision 3650,64.94,47.67,95.33,12.33,96.02,4575,Overheating
HP Z2 G8,44.52,47.11,50.82,12.3,77.54,1496,Disk Failure
